                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.1106,                  4.544,                 4.2093,                0.00335,                0.48807,                0.01317,                0.00319,                 2.7501,                 4.4489,                 4.1546,              0.0001875,              0.0001875,              0.0001875
